4425,5170,14938,5681,4062,2917,1005,754,78,54,0
9377,1643,6928,1119,6275,3721,2220,873,80,69,0
4905,3630,10039,6535,5072,3289,656,362,93,78,0
12456,4973,8695,1063,1161,1508,552,306,97,78,0
2588,4824,2396,1357,4688,2861,877,435,78,91,0
4973,6103,3116,5451,2909,1507,1260,549,80,75,0
409667,35564,1991,15515,17020,5699,2843,1766,61,69,0
43975,10447,9360,1339,3728,3934,508,609,53,78,0
342188,49331,14316,12979,13375,10335,2152,1088,54,67,0
8543,5790,5533,2387,4640,1326,1263,499,53,67,0
363139,40837,28497,24346,16809,9111,2071,2452,63,66,0
4629,3518,12672,5864,3851,2189,1304,417,77,57,0
35209,33311,3748,4837,4987,2627,940,214,70,48,0
2338,4859,3597,2563,3193,1322,867,383,69,51,0
1171,4139,761,8671,3217,5591,695,422,70,69,0
10878,8765,7349,4580,2012,2238,717,274,61,69,0
466614,24331,2154,3859,2646,2134,1426,398,60,74,0
597010,35058,3713,9431,4690,8613,2293,583,50,78,0
3866,3777,7284,4735,4015,4402,383,521,53,75,0
6200,14877,5021,5911,5947,1495,1433,549,47,66,0
646235,26162,52905,12810,7074,8467,1877,2195,70,69,0
5026,7478,2917,2005,1885,1340,645,627,77,61,0
28126,52996,17610,8031,8239,19681,1937,2262,64,60,0
96657,14928,1504,2801,4638,3986,644,906,53,77,0
4520,3040,3263,7873,3123,2699,832,370,50,87,0
404053,64153,6975,4903,7015,6059,2473,1855,37,81,0
32046,21133,1302,5123,5146,2664,822,793,30,69,0
3595,8522,2426,4067,1723,2557,711,494,41,66,0
499993,43530,11604,13395,16679,11833,4682,1995,27,63,0
26895,23904,4385,3414,2073,2733,574,335,35,64,0
6216,7893,4106,1189,8197,4641,912,446,38,83,0
922214,45282,27706,23438,20048,13697,4909,4720,40,81,0
8976,6076,2745,5847,6159,3196,1170,526,44,84,0
3881,7186,7588,7772,6819,4483,1092,591,57,96,0
7349,3876,25513,4518,5145,3750,580,564,84,80,0
49868,43321,2041,3247,3539,2147,628,607,64,64,0
449655,68898,21527,7206,20875,8742,4304,1642,57,54,0
25199,15986,3640,805,5335,2771,1129,347,40,50,0
14092,4591,984,2091,2385,983,547,241,20,53,0
10006,5778,759,11284,3212,1944,680,672,44,64,0
4971,20001,5845,2873,4405,3523,1695,445,47,66,0
9309,5424,2255,2895,2096,4358,465,529,56,81,0
631808,16772,23106,18629,26779,10673,4236,1821,64,87,0
3141,4258,8939,3667,2143,2520,908,635,66,88,0
8102,6694,7308,1332,4454,2996,757,472,75,94,0
529202,23319,8186,9103,18718,13406,4223,1045,70,93,0
79511,6748,2170,2573,4049,1972,455,576,63,93,0
6022,11956,1620,9577,5448,3615,1203,785,51,94,0
13454,21559,5258,3671,3027,3202,861,445,43,87,0
1199,8023,4979,1557,1545,1953,501,848,50,74,0
