13804586.6512,0.00563994691378,2906588.12976,0.00257990234095,187887.0,7.74503570146e-15,924929.538791,0.00287210290688,424326.0,1.37176748334e-15,15080.0,5.40389424926e-14,91856.9872475,0.00339606520616,50699.0,1.43512842742e-16,141.777392331,0.0409586368299,907.724171348,0.0124515659497,
11663646.9247,0.0164029145481,1794564.23078,0.0072889771888,552308.887759,0.00379824520415,582748.707629,0.00503827148889,756094.591132,0.00296602716301,311645.164346,0.0370905877417,64007.548179,0.00523109531031,76198.7678984,0.0144668635873,156.903004578,0.0795983355288,154.07348847,0.0165680961548,
3955676.5853,0.0185045839729,1354914.75993,0.0333524372337,433511.454401,0.0305663889598,784637.430754,0.00794235565061,587944.885305,0.00308895069247,404100.832455,0.0450342985158,113719.149029,0.00857710747754,31092.0761918,0.0285165567053,654.409256011,0.0913936241536,473.01908614,0.0358768656533,
8936321.70852,0.0350372471318,4669162.94838,0.034710181953,311114.202151,0.033139737191,389575.431285,0.0206405464587,951008.567926,0.00921877454627,332348.469135,0.0463912656769,125624.373182,0.00967783161065,42539.2342646,0.0364271212376,24.2405997389,0.105391604914,102.613168978,0.0733667787923,
10239988.8182,0.0782561951212,3501305.1625,0.0409659152398,613358.906377,0.0605737837221,134843.514356,0.027729302885,675811.687458,0.0101209251232,452792.612126,0.06028606881,76577.434574,0.017914441724,76976.5344869,0.0416763455181,199.685229157,0.106401176449,528.139155663,0.0776324547871,
6633621.19689,0.0952418538415,2625891.18564,0.0502171525628,679740.456756,0.0684763527432,692933.856341,0.0315143374944,359343.070081,0.0131462796005,255623.590508,0.0714287132984,99072.2027911,0.020863242194,81044.8136627,0.0547055196666,120.603950014,0.15654081314,135.004834152,0.0981704305367,
447804.371027,0.104047814994,2180204.69942,0.0509506254868,290788.445333,0.0896804556622,963626.718123,0.037525513607,606948.041924,0.0356367787235,268624.488606,0.07268535958,47975.716421,0.0439507517562,81300.2783529,0.0576599026247,82.157720492,0.295140203678,82.9471977616,0.11289384947,
8115826.86286,0.11322833896,3824644.13425,0.0515933175373,591201.479026,0.0932679041726,886514.457254,0.0617947151261,945337.705948,0.0362653591802,240928.472322,0.11766786253,78176.1100806,0.0471970840545,75274.1971823,0.0869662979372,11.4220345344,0.303666601578,63.8957760601,0.125345275581,
5374795.0285,0.221327937782,2110722.01933,0.0523493478342,930624.231331,0.110841100782,431755.50471,0.0757602078489,381498.524495,0.0366887318806,249496.563942,0.150513976079,228669.910662,0.0829093994536,41332.9039469,0.131992112884,63.8318794919,0.313426338256,157.126030995,0.171369306056,
6410967.71649,0.227022628958,2095630.22313,0.0549803029863,680923.359142,0.117392895722,1011236.08909,0.0781470175212,565863.265316,0.0579934787973,317399.362063,0.177174414774,125016.77289,0.0931208789604,76274.6120509,0.140197756638,104.299479742,0.332011551828,102.966370784,0.226197937307,
10095163.7857,0.25775697885,1403958.98928,0.0586240386454,971073.500983,0.125145361606,640484.404453,0.105395623853,413740.369147,0.0597408175322,366822.655898,0.183370650596,71325.8535189,0.0994612677319,80191.7084627,0.144542200089,91.182300816,0.380950876412,79.569139565,0.232115720634,
11239524.6697,0.26436916254,1998510.04451,0.081277808267,688605.31275,0.138061317203,639694.988658,0.106799351718,956916.401885,0.0641333968364,362434.706601,0.191266153802,172588.075881,0.102251590736,43106.3970141,0.155409946411,856.829566873,0.54057386768,417.151448962,0.281786002174,
13095198.9141,0.269715668571,290972.564391,0.0833763454547,311275.471836,0.165074084366,223502.616504,0.116595493117,632975.765373,0.0729010559928,393586.519503,0.203787456776,302391.081017,0.120199967457,84505.3684586,0.191618026369,152.17293589,0.570110909014,8.31925747769,0.294945999579,
