220992992.0,0.0,49192666.0,0.0,11747535.0,0.0,8820634.0,0.0,7018620.0,0.0,8440930.0,0.0,6831505.0,0.0,4116554.0,0.0,13792.0,0.0,9769.0,0.0
-4962856.96132,11393488.1389,2596332.32198,3464942.63396,335613.62021,861903.975705,-153340.370229,333647.98749,-367106.336565,1362950.61262,-162813.839811,744862.706861,82035.411194,299502.193686,380533.117613,194648.31273,-22.581115355,-383.138726116,-172.084844305,682.968286196
5734911.72538,-2212691.19055,4887501.73052,1375264.558,461165.084747,852178.001048,1602290.42743,-315848.802581,674389.157954,-203238.294024,1001234.89097,-274947.591534,304478.712956,618001.407425,435499.745089,340232.474463,-154.369000071,-596.275236458,806.945451015,-796.123637116
-7858695.03814,13038076.242,-5445207.6127,4490626.29186,-1709346.51409,548081.887856,-181340.186948,895667.558895,-837675.260375,1130599.56475,-992910.996313,981718.159439,-938036.299233,132707.67576,-474323.369371,55743.3720469,-900.26993153,-457.758399228,-11.582488502,848.711713492
-1589571.35477,-4192229.00699,-2685506.98911,-1223144.10699,-141517.157211,56267.6811969,323912.175543,-532143.604223,-726095.171816,-634439.916441,-101468.680653,-574479.750035,-313833.363706,-384471.647473,-52722.6111958,-301981.772889,-139.957680943,-100.00923762,-56.1183510546,-1383.55563197
1695505.69798,483204.257267,1855169.98976,-3004710.09144,843755.419319,-697534.433644,979876.739707,158146.751552,412815.986143,-123300.221979,200688.628124,217679.719365,-27074.7362231,-454188.842368,-143200.972535,-156289.659572,511.991797598,306.443658475,-688.395795847,996.84491583
-175052.447303,-13212787.2209,3100482.84534,-2103647.87506,32533.5295801,-872272.141237,623127.192428,-426479.497949,-209409.488295,-606633.362313,316228.479702,-638919.07528,565085.642892,-573046.164147,236699.557976,-216342.510312,-282.047565488,-150.260992179,-319.780827375,79.9475497551
222180.128177,1400929.36775,2205583.65859,-2169042.4045,180249.148124,30548.6906383,1015140.48274,-1037779.24145,911179.169319,-319919.556559,1221877.57511,-317753.188494,403186.081335,-101911.386332,192689.377717,-153798.279278,-1009.21294088,100.811467772,403.900485167,45.3362243211
5249318.08066,1788936.40594,5508921.60456,-2468219.30655,1550602.81834,-926164.807423,1095920.79757,-261359.730548,116086.73397,205320.695753,595165.182776,-304713.38913,331368.483592,-65294.2029768,560346.286044,-309791.181327,-406.162759896,-40.4885427548,-682.854780035,358.133707783
4470167.44376,-2359759.52296,859828.468405,-2715686.34134,120863.680993,-221118.437907,1106093.10336,-151794.934852,237749.279189,-587252.983617,274564.567466,-396476.340108,-105388.570998,190982.204681,271320.012642,29430.7559666,-557.901870813,545.321925338,-306.836718011,-314.205134242
8069098.09727,-7930713.2305,2967680.71806,-5176393.66488,680487.300765,-784816.594789,867621.977783,-314378.689509,278989.90291,69172.2687305,582210.958851,-178301.078422,166345.154639,-420423.031127,319359.913332,-159008.626035,-23.0051324772,297.910476759,432.127536286,477.330736719
-2168304.13254,983764.24927,2235573.15935,-3858611.34332,-258660.441688,592191.892679,632859.478207,373780.312112,-461561.878649,-129592.06198,396921.876686,270241.898336,-379496.328812,119279.924903,-108743.312728,23658.7197532,326.244946589,1139.82825558,-106.02417332,838.108084357
