51306210.0,0.0,11461006.0,0.0,2839369.0,0.0,2374133.0,0.0,1995087.0,0.0,1313170.0,0.0,852308.0,0.0,615402.0,0.0,13903.0,0.0,11148.0,0.0
4645838.39907,1982592.53301,1019114.22135,-96191.3527653,707783.108177,215448.965563,516361.689754,219722.389455,417520.115438,392189.676731,192548.4445,115734.41566,92836.2443822,145768.728227,55510.0517,120385.226233,-40.6544992125,328.190358451,-198.547906973,39.7838822239
-11776689.3799,47926.2418034,-1640326.20781,-208414.71401,73280.7372273,41326.0925467,-221381.492604,-15692.1007222,-137916.154158,48478.3885521,20468.8961643,-24177.1004084,-88331.0704326,-138543.394143,-98540.7149348,-71031.7101295,-605.586258591,635.205239284,166.623455449,-132.742406242
2319425.71221,-1122594.2822,1323342.11443,-126307.495739,520126.473769,47926.0184823,315347.360026,-81461.8161247,318438.556815,-159380.491753,256876.524767,-75533.0325335,206467.900793,-142054.764145,96649.9144803,-126137.405098,-910.608719,490.148003869,-27.3525288705,68.0925467643
6972632.1054,1828885.5376,1471411.32963,649616.752165,736620.177267,156265.57159,702021.413805,147648.220091,425624.263101,103719.542211,226146.030226,103267.107865,91801.7855185,116166.690878,81010.3702459,9877.98252298,3.35736888033,695.890742741,-450.609486858,210.499539707
-248548.304188,-1158734.9599,307302.514718,-225056.029433,407806.632794,-50511.3216931,513383.381975,-251836.722744,374193.040218,-68043.7206722,162288.719474,-14398.2775934,-47904.8316261,-62686.4021861,527.386675505,-11175.2435912,-658.309512728,-406.205128569,-87.6673572622,-45.8915010516
-1900688.91266,-8262998.5817,313542.85282,-1599613.60253,341292.986949,-93516.1597282,301822.930536,-75546.6427711,433822.207032,-45338.1439118,137383.027529,-92607.0838645,102265.367251,-136893.812965,39923.6931895,-82710.6546485,-502.416744859,1201.88541866,-354.185106861,246.18899208
-3092666.97965,9230455.51579,-434964.900811,1815677.97206,456118.835135,236959.511261,239960.423733,348712.801468,252447.626043,338237.154857,202715.285531,154871.914155,126265.929792,185556.17088,9334.52506572,70991.0050749,199.10612403,-662.320017901,-87.7139916918,-417.588795819
10237955.377,5950561.49001,1321948.48147,1373395.31958,433308.148013,72219.4861459,381496.488141,-41853.040937,187627.314905,-85627.5373077,186691.751578,50377.6779427,-44865.4988127,43219.5345227,-37868.8256138,-14580.3226117,-931.552641638,-71.1203962177,-375.028971086,13.1528086602
5920514.77536,-4364287.59516,1519911.58725,-1148195.52714,594494.293076,-53868.905452,790191.229054,-256809.249333,592177.356877,-213988.172931,219401.300499,-4223.12071838,123242.981432,-136358.16918,88911.5884219,-119832.048262,151.930979022,224.728797989,-212.727669957,626.600446843
-5585183.25828,-1365895.2533,790991.756483,45009.8988226,525533.670604,50128.3017034,482390.199527,106489.884558,540895.579019,224266.159347,226209.52836,-7690.20525224,213642.186225,57936.3367141,118216.57956,27897.3092296,-258.762802609,-83.0974171611,-249.674609505,-201.835894651
-3555013.4052,10322684.8638,-852804.646585,1034761.82032,115015.998713,190288.277893,-116372.936253,298551.246838,-66440.8286317,331034.358007,34322.3972997,134346.114383,-62283.0061703,131830.391581,-48044.7792337,105234.666288,-211.385792209,5.60489516813,38.8636523015,75.7335302723
