36220153.0,0.0,6104469.0,0.0,2795961.0,0.0,1707111.0,0.0,1782517.0,0.0,1260458.0,0.0,409390.0,0.0,289960.0,0.0,14765.0,0.0,18003.0,0.0
198766.437009,-2342303.69299,-366670.222388,-107079.84911,51201.3597663,52884.6428838,-49910.9252486,-2454.07443518,-10570.0252816,-116707.162785,15187.1583672,-58550.0110922,-25878.8854903,-5280.11383151,10019.5807415,-7056.89622623,-953.269034058,600.465160088,-213.873416298,31.5828001164
244490.377189,-1607117.5029,-164013.665386,-599864.950794,258975.588441,-119985.520426,72949.3377943,-45325.0478043,45828.2317738,-93496.7233422,65606.8703443,-27543.8387948,32327.5019208,-27024.6400071,16156.2233525,-25111.8545181,-96.7110351888,276.612371188,289.238594918,508.887464351
6484782.74017,574840.361488,699327.138062,138711.16691,346253.490672,87688.8114204,155217.111128,-25260.2832514,119066.846611,-15016.2460147,61525.1257163,-4401.45690148,34637.3491689,3613.55135458,32939.0760404,-2177.7224496,-152.721312211,158.016527454,-131.333942867,-85.6498237669
108793.864749,4098841.76194,222950.050566,458819.22142,148839.448618,-177589.369837,41666.1176244,25006.2524562,116031.003278,69080.9700704,11924.6985088,53905.8421163,20727.8543524,12136.3340437,20498.2645399,3761.64036424,-263.190943148,-1036.21287687,164.145032969,3.05943332126
50970.9360373,-7238895.08097,-464293.714811,-614114.081016,100307.400906,-110286.01643,-20176.899158,-34102.1191367,-42353.1318565,-135899.057578,-28478.3853888,-59656.6895114,-20102.5627839,-27016.7682494,8780.12582907,-36117.6153971,-472.857201162,564.143649945,-461.030590752,-26.1986718916
984063.906375,-4821825.51985,406720.068093,-304699.155803,189990.75248,-153969.138052,133315.308382,-119613.233687,95594.26503,-129377.503278,-19449.3983728,-77714.6908454,33802.783812,-9100.32170762,16635.646091,-30994.9389366,168.921152744,-243.158621886,-1027.14689101,3.23061486775
686432.139172,-406835.33369,109133.593565,215994.483474,330743.076348,-59563.4853242,102851.854606,-21356.854179,62834.6883972,-112279.032083,18182.3963305,-30127.1929107,10948.9894458,-3598.12691879,1728.32609192,-14651.5173815,-72.5603515918,172.929891781,-563.275965269,-364.309664562
-328923.309946,-4430211.90179,23483.5939949,-836805.967785,42328.9045883,-170977.202822,-203.049339743,-59815.0615752,-151262.078187,-51414.2309206,-27617.1764543,-50010.4352786,-14075.8250942,-29203.809637,-13174.6794036,-18706.9293238,-416.218912776,507.396965101,-254.02206365,305.240809311
3186320.30697,-2870760.09852,483814.154406,347897.751992,93693.2608057,-21809.6312839,130556.518948,-17923.8553074,13353.0774929,-56763.5815589,-57610.7146116,-13837.8607372,-1296.10533122,-22247.7023412,1934.75005722,-7596.19693043,-518.305306314,209.682352592,-1061.69481378,-0.719865047646
3781964.23334,3049171.97833,537259.350982,608571.826486,61331.5960277,-52224.3586204,100322.61509,92100.1327011,58397.9813992,63345.9901148,6857.84310528,49080.7911838,29712.436456,23099.1629457,23851.3347553,-4191.28647761,-587.2070274,-191.376507767,-688.809004056,170.065468679
998277.646042,-4685555.10652,130645.238306,-705318.042878,200867.281752,-212096.653429,27718.1129802,-30414.0348695,-25461.7081571,-1412.83230528,-42151.2253457,-14494.3689651,-19772.9109119,-12462.7454583,-15638.7930848,-10014.7277853,106.839096467,494.392256604,-447.472293194,736.734805725
2425724.42044,-6565828.58327,540692.013223,-525797.765305,108639.876725,-4447.66959432,184557.196149,-16451.0134563,93768.9173459,-80529.3185672,50657.106345,-2.77713188448,46853.4089449,-29070.0652386,24138.8627052,-11447.8855132,-182.29655105,479.375571679,-135.134450123,332.215916545
-900887.194815,1581712.30116,-349913.649575,825513.251154,68802.8002604,-71239.1414731,85673.5486409,54577.5630469,23201.771135,14628.0906394,-46315.2807831,-9168.79971154,-8504.45809805,6345.37926568,-1476.69632862,9170.77300268,351.149276157,-25.6697263673,-443.24311442,-274.817634729
-1939290.73475,-3157548.57448,225627.985409,-252524.826965,83571.2037436,-189654.132067,126155.106284,-76111.782438,26055.3270038,-42739.7727134,160.530355121,-36180.4304496,7680.28564826,-27516.6035844,-7003.62200084,-10805.0620425,-541.215055827,359.823739981,-477.361440189,657.995229391
4032144.16544,-12120154.3983,590308.024108,-1416454.53036,67394.5816532,-226673.837478,-6372.13646937,-130134.086598,-17444.9610909,-171838.709994,37369.5425395,-107037.735355,4839.98235669,-55020.8660114,13332.7671428,-38958.6814147,-176.841230788,1266.18511391,134.32825586,581.778394386
1595202.16401,-4640918.37394,390737.729161,-268350.816898,158460.570223,-57982.0883394,160243.260384,6017.39903686,82855.1714745,-15404.7858242,71565.9083597,-58225.0904849,33440.2002453,-13382.5739374,37214.8200066,-2014.07093835,-251.974228413,865.529027551,-75.5630138617,98.8226765285
-6094136.43642,-1433415.71423,-753270.652458,-23332.5445112,-80313.2300843,-173519.794754,83222.2758218,91266.3176712,30365.834566,-13819.7045301,-26719.137915,-25010.690563,-30216.186217,-12652.6617286,-23139.3361459,-13285.875535,244.908681441,157.323413677,225.119187345,-299.490955689
76512.3138682,-1960242.49386,763801.005626,-795447.915729,300219.155715,-150073.747117,16558.7808977,-86042.7820496,15479.0727693,-143426.400286,30632.2081582,-64175.0605233,19882.4107982,-29982.1557484,11569.5592555,-26939.9512753,197.007766255,658.996428438,110.667945392,878.501566513
3432995.59313,90928.0166418,59824.272188,79101.1651181,12573.3272298,-11487.6011219,113965.271242,44319.8779608,33500.7630492,-15178.837124,31684.6911043,21673.8256114,5117.63667761,10710.4500609,5579.14154496,14527.085733,171.027079915,25.0205247339,110.616924583,55.9161871949
-4665159.63237,-1242507.64847,211723.656609,-254864.424366,189685.838008,-199090.9822,133867.446099,-51278.3418157,8553.09152743,-41357.6280477,-10896.7551055,-58293.6605427,565.116714551,-20007.4404978,3747.43002541,-17517.5873535,8.44217495946,-31.3266743342,-427.39488935,310.952987112
